ncvFD_AFR	ncvFD_EUR	ncvFD_ASN	ncv_AFR	ncv_EUR	ncv_ASN	hka_AFR	hka_EUR	hka_ASN
0.476	0.4815	0.4925	0.4075	0.3887	0.4473	0.3875	0.225	0.1739
0.4492	0.4462	0.4511	0.3567	0.3445	0.2952	0.6475	0.6331	0.4
0.4623	0.4578	0.4746	0.3802	0.2793	0.393	0.5241	0.3072	0.3494
0.4645	0.4618	0.4939	0.3668	0.3094	0.4752	0.4218	0.3129	0.3333
0.47	0.4765	0.4903	0.4041	0.3332	0.4323	0.506	0.1977	0.1802
0.4557	0.4547	0.4812	0.3449	0.2713	0.4324	0.4777	0.3248	0.414
0.4264	0.4177	0.4412	0.3121	0.2562	0.2595	0.8077	0.6947	0.4348
0.4627	0.4517	0.4822	0.3964	0.3416	0.4363	0.6299	0.526	0.4156
0.4324	0.4275	0.4462	0.3209	0.2765	0.3403	0.75	0.6324	0.6103
0.4467	0.4278	0.4647	0.3515	0.2233	0.3838	0.6647	0.5029	0.4971
0.4541	0.4561	0.489	0.3539	0.3269	0.4585	0.5409	0.4151	0.3774
0.4661	0.4572	0.4779	0.4022	0.345	0.4089	0.5897	0.4551	0.3526
0.4619	0.4631	0.4935	0.3812	0.2817	0.471	0.5397	0.2632	0.2947
0.4431	0.4426	0.4693	0.329	0.241	0.3911	0.6087	0.3929	0.4429
0.4643	0.4635	0.4949	0.3792	0.3254	0.4786	0.4792	0.3229	0.3229
0.443	0.437	0.466	0.3345	0.2701	0.3607	0.637	0.5	0.3767
0.4571	0.4496	0.4746	0.3782	0.3137	0.4099	0.6224	0.4615	0.4336
0.4188	0.4275	0.4469	0.3058	0.3034	0.3602	0.9111	0.7407	0.7185
0.473	0.4675	0.4888	0.4002	0.357	0.4436	0.4138	0.3448	0.2629
0.4602	0.4625	0.4975	0.3814	0.3398	0.468	0.5759	0.3671	0.0857
0.4677	0.4709	0.4759	0.3831	0.359	0.3596	0.4345	0.3036	0.2426
0.4442	0.4527	0.4753	0.3604	0.341	0.4308	0.7807	0.5088	0.5965
0.451	0.445	0.4617	0.3521	0.2723	0.366	0.5871	0.4194	0.4645
0.4535	0.4482	0.4925	0.3674	0.2538	0.4715	0.6273	0.3602	0.3665
0.472	0.4724	0.4964	0.4177	0.3783	0.4797	0.5639	0.3358	0.2174
0.4471	0.4469	0.4568	0.3361	0.3084	0.3267	0.5759	0.481	0.4051
0.4635	0.4625	0.4807	0.3812	0.3172	0.4191	0.5054	0.3189	0.3405
0.4464	0.4428	0.4846	0.3497	0.3348	0.4545	0.6585	0.6423	0.5366
0.4362	0.4462	0.4824	0.3164	0.3254	0.4472	0.6626	0.546	0.5276
0.4576	0.4537	0.4686	0.3674	0.3015	0.3883	0.5449	0.3846	0.4423
0.4565	0.4602	0.481	0.3459	0.3254	0.4013	0.4684	0.3608	0.2658
0.4597	0.455	0.4942	0.357	0.3212	0.4785	0.4611	0.4132	0.3772
0.4691	0.4655	0.4902	0.376	0.3391	0.4511	0.381	0.328	0.2646
0.4592	0.4602	0.4902	0.3545	0.3013	0.4549	0.4588	0.3158	0.2924
0.4463	0.4413	0.4871	0.3435	0.2847	0.4541	0.6268	0.4859	0.4097
0.4431	0.4366	0.46	0.3273	0.2844	0.357	0.6012	0.5417	0.4556
0.4347	0.4312	0.4911	0.3224	0.2744	0.4743	0.7172	0.5793	0.5448
0.4371	0.4468	0.4892	0.3254	0.3421	0.4679	0.6918	0.6096	0.5238
0.4535	0.4504	0.4739	0.3678	0.3207	0.4087	0.6304	0.471	0.442
0.4553	0.4577	0.4621	0.3499	0.3013	0.3491	0.5031	0.3416	0.3975
0.4584	0.4554	0.4687	0.3772	0.341	0.3825	0.5868	0.4671	0.4132
0.4288	0.4362	0.4961	0.2805	0.2932	0.489	0.6289	0.5723	0.5535
0.4664	0.4711	0.4717	0.3908	0.3664	0.3673	0.5	0.32	0.3143
0.4578	0.4527	0.4631	0.3669	0.2694	0.3393	0.5398	0.3409	0.358
0.4468	0.4945	0.4666	0.3651	0.4639	0.3757	0.7582	0.185	0.4221
0.4564	0.4579	0.4982	0.3696	0.36	0.469	0.5816	0.5035	0.0637
0.4635	0.453	0.496	0.3899	0.2927	0.479	0.5595	0.375	0.24
0.4411	0.4318	0.4844	0.3369	0.2714	0.4533	0.6846	0.5638	0.5235
0.4424	0.4404	0.4758	0.2992	0.2275	0.4171	0.5112	0.3944	0.45
0.4228	0.4185	0.4862	0.3094	0.2597	0.4623	0.8582	0.695	0.6027
0.4518	0.4673	0.4908	0.3599	0.3791	0.4676	0.6149	0.4238	0.4106
0.4509	0.432	0.4475	0.3817	0.2373	0.3306	0.8108	0.4865	0.5473
0.4552	0.4595	0.485	0.3466	0.3362	0.443	0.4906	0.3962	0.3774
0.4748	0.4821	0.488	0.4125	0.351	0.3921	0.4432	0.1606	0.1399
0.3933	0.395	0.439	0.2608	0.2592	0.3659	1.1	1.0583	0.975
0.4634	0.4608	0.4905	0.3676	0.3307	0.4619	0.4431	0.3653	0.3473
0.437	0.4191	0.4558	0.3637	0.2626	0.3811	1.0078	0.6977	0.6769
0.4496	0.4546	0.4971	0.3255	0.3244	0.465	0.4969	0.4277	0.0944
0.4604	0.4417	0.4959	0.3999	0.2994	0.4877	0.7317	0.5203	0.5122
0.4619	0.4582	0.4651	0.398	0.3086	0.3375	0.6667	0.3497	0.3293
0.4573	0.4515	0.4901	0.3595	0.2846	0.4656	0.5113	0.3759	0.4211
